id,guid,name,gzhi_code,gzhi_code_type,gzhi_name
1937,,88.10.04 Неубранный карниз над подъездом,,,
1939,,88.11.27 Ненадлежащее состояние игровых элементов на детской или спртивной площадке,,,
1944,,88.12. Техническое обслуживание,,,
1946,,88.12.02 Магнитные ключи (домофон),,,
1947,,88.12.03 Не работает предподъездное освещение,,,
1950,,88.12.06 Неисправности оконных рам,,,
1951,,88.12.07 Неисправность внутриквартирного устройства,,,
1953,,88.11.28 Ненадлежащее состояние лавочек на детской или спортивной площадке,,,
1954,,"88.12.09 Неисправность выступающих конструкций: балконов, козырьков, эркеров, карнизов, входных крылец и т.п.",,,
1956,,88.11.29 Ненадлежащее состояние ограждений на детской или спортивной плщадке,,,
1957,,88.12.11 Неисправность магнита запирающего устройства,,,
1958,,88.11.30 Ненадлежащее состояние покрытия на детской или спортивной площадке,,,
1959,,88.12.12 Неисправность общедомового устройства домофона,,,
1960,,88.12.13 Неисправность переговорного устройства домофона,,,
1961,,"88.11.31 Ненадлежащее состояние фасадов нежилых зданий, объектов и ограждений",,,
1963,,88.11.32 Ненадлежащий уход за зелеными насаждениями,,,
1964,,88.12.15 Неисправность / недоступность инфаструктуры для маломобильных граждан (установка или ремонт пандусов),,,
1965,,88.12.16 Неисправный мусороровод,,,
1966,,88.11.33 Неправильное размещение мусорных контейнеров,,,
1967,,88.12.17 Отсутствует остекление в подъезде / разбитые окна (летний период),,,
1968,,88.12.18 Отсутствует остекление в подъезде / разбитые окна (зимний период),,,
1969,,88.11.34 Несанкционированные свалки и навалы мусора во дворах и на территории общего пользования,,,
1970,,"88.12.19 Отсутствует, не работает запорное устройтво",,,
1971,,88.11.35 Несвевременное восстановление благоустройства территорий после разрытий,,,
1972,,88.12.20 Отсутствуют замки на входных дверях в подвал или мусорокамеры,,,
1974,,88.12.21 Ремонт замена домофона,,,
1976,,88.11.38 Опиловка деревьев,,,
1977,,88.11.39 Отсутствие контейнерной площадки (необходимость установки дополнительных контейнеров),,,
1978,,88.13. Нарушения,,,
1981,,"88.13.03 Нарушение при создании ТСЖ (подготовка ответа, проведение проверки)",,,
1982,,88.13.04 Нарушения при предоставлении информации от управляющей организации,,,
1983,,"88.13.05 Незаконное проживание мигрантов в местах общего пользования (подвалы, чердаки)",,,
1984,,88.13.06 Несоответствие договора управления МКД,,,
1985,,88.13.07 Переустройство подвального (перепланировка) помещения,,,
1986,,88.13.08 Складирование реагентов в поещениях общего пользования,,,
1987,,"88.13.09 Шум от работы инженерного оборудования, размещенного в подвале, на чердаке или в МОП",,,
1988,,"88.11.40 Отсутствие ограждений, препятствующих заезду на зеленые насаждения и детские площадки",,,
1989,,88.14. Капитальный ремонт ЖКХ,,,
1990,,88.14.01 Некачественно выполненный капитальный ремонт,,,
1991,,88.14.02 Не проведение капитального ремонта,,,
1992,,88.15.  Текущий ремонт,,,
1993,,88.15.01 Неисправность конструкций полов,,,
1994,,88.15.02 Некачественный текущий ремонт,,,
1996,,88.15.04 Ремонт или замена почтовых ящиков в подъезде,,,
1998,,"88.15.06 Ремонт перил, поручней",,,
2001,,88.16. Стены,,,
2005,,88.16.04 Стена осыпается,,,
2006,,88.17. Фундамент,,,
2010,,88.18. Фасад,,,
2012,,"88.18.02 Неисправность герметизации межпанельных швов, стыков и стеновых панелей",,,
2013,,88.18.03 Несанкционированные надписи и рисунки на фасадах жилых зданий,,,
2016,,"88.18.06 Отсутствие, повреждение указателей с наименованием улицы номером дома",,,
2019,,88.19. Лифт,,,
2025,,88.19.06 Не работает связь в лифте,,,
2028,,88.19.09 Неисправности лифтового оборудования,,,
2030,,88.19.11 Переподъем или перепуск кабины относительно этажа,,,
2031,,88.20.  Платные услуги,,,
2034,,88.20.03 Замена ванны (любой модели),,,
2041,,"88.20.10 Замена смесителя ""Елочка""",,,
2050,,88.11.41 Отсутствие песка в песочнице,,,
2060,,88.20.28  Устранение засоров внутренней канализации в санитарных приборах,,,
2061,,88.20.29  Устранение засоров внутренней канализации в трубопроводах,,,
2063,,88.20.31 Смена мойки на кронштейнах на 1 отделении,,,
2064,,88.20.32  Смена отдельных участков внутрених чугунных канализационных выпусков. Диаметр канализационного выпуска до 76-100 мм,,,
2065,,88.20.33  Смена отдельных участков внутрених чугунных канализационных выпусков. Диаметр канализационного выпуска до 50 мм,,,
2066,,"88.20.34 Смена отдельных участков наружной электропроводки. Число и сечение жтд в проводке, м2: 2*1,5; 2*2,25",,,
2067,,"88.20.35 Смена отдельных участков наружной электропроводки. Число и сечение жтд в проводе, м2: 2*1,5; 3*2,25",,,
2078,,"88.20.45 Отключение стояка отопления холодной воды, горячей воды для ремонта сан. технического оборудования квартиры",,,
2079,,88.11.43 Пвреждение ограждений газонов (не капитальный ремонт),,,
2082,,88.20.48 Проверка выполнения технических условий и выдача справки на выполнение работ,,,
2083,,"88.11.44 Подтопление территории (засорение водоприемных колодцев, решеток клодцев)",,,
2085,,88.20.49 Прочистка фильтра грубой очитки,,,
2086,,88.20.50 Прочистка фильтра тонкой очитки,,,
2087,,88.11.46 Разрушение тротуаров и пешехдных дорожек,,,
2091,,88.11.47 Самовольная установка ограждений на территории общего пользования,,,
2093,,88.11.48 Самвольно установленные гаражи,,,
2096,,88.11.49 Создание барьерной среды для инвалидов и маломобильных групп населения на объектах благоустройства,,,
2097,,88.11.50 Строительство новой детской площадки или модернизация игровых элементов,,,
2098,,88.11.51 Строительство тротуара (пешеходной дорожки) или обустройство нового покрытия,,,
2099,,88.21. Связь и телевидение,,,
2100,,88.11.52 Уборка территорий,,,
2101,,88.21.01  Отсутствие качественного телевизионного сигнала,,,
2102,,88.21.02  Отсутствие качественной сотовой связи,,,
2103,,88.21.03 Почта России не доставляет корреспонденцию,,,
2104,,88.22.  Управляющие компании,,,
2105,,88.22.01  Некорректное поведение сотрудников,,,
2108,,88.22.02  Отсутствие контакта с диспетчерскими службами,,,
2110,,88.23.  МФЦ,,,
2111,,88.23.01 Некорректное поведение сотрудников,,,
2112,,88.23.02 Ошибка оператора,,,
2113,,88.23.03 Прочие проблемы,,,
2114,,88.24. Плата за ЖКХ,,,
2115,,88.24.01 Завышение платы (несоответствие порядка) за коммунальные услуги,,,
2117,,88.24.03 Ошибки в начислении платы за коммунальные услуги,,,
2118,,88.25. Автомобильные дороги,,,
2119,,88.25.01 Дорога к СНТ,,,
2120,,88.25.02 Изменить организацию движения,,,
2121,,"88.25.03 Люки, ливневые канализации",,,
2122,,88.25.04 Нарушение технологии и (или) сроков производства работ,,,
2123,,88.25.05 Неисправное освещение,,,
2124,,88.25.06 Некачественно выполненый ремонт дорог,,,
2125,,"88.25.07 Некорректная разметка проезжей части, отсутствие разметки",,,
2126,,"88.25.08 Некорректное расположение знака на проезжей части, отсутствие знака",,,
2127,,88.25.09 Ненадлежащее состояние лежачих полицейских (ИДН),,,
2128,,88.25.11 Необходима установка / замена дорожных ограждений,,,
2129,,"88.25.12 Несанкционированное ограничение движения, помехи движению, захват земли в полосе отвода автодорог",,,
2130,,"88.25.13 Несанкционированные свалки, мусор на дорогах",,,
2131,,88.25.14 Несоблюдение правил уборки проезжей части,,,
2132,,88.25.15 Обустройство пешеходного перехода,,,
2133,,88.25.16 Организация парковок,,,
2134,,88.25.17  Подтопление автомобильных дорог,,,
2135,,88.25.18  Прочие проблемы,,,
2136,,"88.25.19 Работа светофора (установка, изменение режима работы, оборудование кнопкой вызова)",,,
2137,,88.25.20 Ремонт дороги,,,
2138,,"88.25.21 Содержание, ремонт и обустройство тротуаров",,,
2139,,88.25.22 Сообщить о безхозяйной дороге,,,
2140,,88.25.23 Установка дополнительных технических средств безопасности дорожного движения,,,
2141,,88.25.24 Ямы и выбоины на дороге,,,
2142,,88.26. Транспорт,,,
2143,,88.26.01 Добавить новый маршрут,,,
2144,,88.26.02  Жалобы на работу профильного ведомства (транспорт),,,
2145,,88.26.03  Изменеие класса и количества автобусов на действующем маршруте,,,
2146,,88.26.04  Изменить или отменить маршрут,,,
2147,,88.26.05  Нарушение графика движения автомобильного транспорта,,,
2148,,88.26.06  Нарушение перевозчиком правил дорожного движения,,,
2149,,"88.26.07 Несанкционированная парковка, эвакуация ТС, специализированные стоянки",,,
2150,,"22.26.08 Неудовлетварительное состояние железнодорожных переездов, ремонт, строительство новых пешеходных переходов",,,
2151,,22.26.09 Неудовлетварительное состояние железнодорожных платформ и пешеходных переходов,,,
2152,,"22.26.10 Оплата проезда, невыдача пассажиру билета",,,
2153,,22.26.11 Отсутствие на остановочных пунктах общественного транспорта информации о расписании движения транспортных средств,,,
2154,,"22.26.12 Содержание остановок общественного транспорта, установка остановочных павильонов",,,
2155,,88.27.  Образование,,,
2156,,88.27.01 Защита прав детей,,,
2157,,88.27.02 Ненадлежащее содержание территории образовательных учреждений,,,
2158,,88.27.03 Прочие проблемы,,,
2159,,"88.27.04 Строительство школ, детских садов",,,
2160,,88.28. Физкультура и спорт,,,
2161,,88.28.01 Заливка открытых хоккейных площадок,,,
2162,,88.28.02 Платные услуги в ФОК и спортшколах,,,
2163,,88.28.03 Плохая уборка спортивных площадок,,,
2164,,88.28.04 Ремонт объектов спорта,,,
2165,,88.28.05 Строительтво обектов спорта,,,
2166,,88.29. Торговля,,,
2167,,"88.29.01 Нестационарная торговля (киоски, павильоны, сезонная торговля)",,,
2168,,88.29.02 Розничная продажа алкоголя без лицензии,,,
2169,,88.29.0 Розничная продажа алкоголя без лицензии,,,
2170,,"88.29.03 Станционарная торговля (торговые центры, торговые комплексы, магазины)",,,
2171,,88.29.04 Бани,,,
2172,,"88.29.05 Стационарные объекты общественного питания (рестораны, бары, кафе, закусочные, предприятия быстрого питания, столовые, буфеты, кулинария)",,,
2173,,88.29.06 Ярмарки,,,
2174,,88.30. Сельское хозяйство и охота,,,
2175,,"88.30.01 Нецелевое использование земель, сельско-хозяйственного назначения",,,
2176,,88.30.02 Борщевик,,,
2177,,88.30.03 Лечебно-профилактические услуги,,,
2178,,88.30.04 Содержание животных,,,
2179,,88.31. Строительство,,,
2180,,88.31.01 Высокий уровень шума при выполнении строительных работ,,,
2181,,88.31.02 Наличие признаков незаконных строительных работ,,,
2182,,88.31.03 Молодые семьи,,,
2183,,"88.31.04 Обеспечение прав ""обманутых"" дольщиков",,,
2184,,88.31.05 Объект жилого назначения,,,
2185,,88.31.06 Переселение в рамках реализации договоров о развитии застроенных территорий (ДРЗТ),,,
2186,,88.31.07 Планировка территории (Министерство жилищной политики),,,
2187,,88.31.08 Промышленный объект (завод и др.),,,
2188,,88.31.09 Разрешение на строительство (Министерство жилищной политики),,,
2189,,88.31.10  Разрешение на строительство (Министерство жилищной политики Московской области),,,
2190,,"88.31.11  Семьи, имеющие 7 детей",,,
2191,,88.31.12 Соблюдение норм при расселении,,,
2192,,88.31.13 Сроки переселения,,,
2193,,88.31.14 Статус аварийности,,,
2194,,"88.31.15 Торгово-администритивный оъект (магазин, ресторан и др.)",,,
2195,,88.32. Экология,,,
2196,,88.32.01 Незаконное размещение отходов в отработанных карьерах,,,
2197,,88.32.02 Загрязнение почв от деятельности предпринимательства,,,
2198,,88.32.03 Незаконная вырубка лесов,,,
2199,,88.32.04 Неудовлетворительное состояние лесных насаждений, угрожающие падением лесные насаждения,,
2200,,88.32.05 Прочие проблемы,,,
2201,,88.32.06 Свалки мусора в лесу,,,
2202,,88.32.07 Сжигание порубочных остатков,,,
2203,,88.33. Похоронка,,,
2204,,88.33.01 Ненадлежащее содержание кладищ,,,
2205,,"88.26.08 Неудовлетворительное состояние железнодорожных переездов, ремонт, строительство новых пешеходных переходов",,,
2206,,88.26.09 Неудовлетворительное состояние железнодорожных платформ и пешеходных переходов,,,
2207,,"88.26.10 Оплата проезда, невыдача пассажиру билета",,,
2208,,88.26.11 Отсутствие на остановачных пунктах общественного транспорта информации о расписании движения транспортных средтв,,,
2209,,"88.26.12 Содержание остановок общественного транспорта, установка остановочных павильонов",,,
2210,,88.36.Безопасность,,,
2211,,"88.36.01""Безопасный регион""",,,
2212,,88.36.02 Коррупционные действия,,,
2213,,88.34  Медицина,,,
2214,,88.34.01 Благодарность,,,
2215,,88.34.02 Выдача лекарств и расходных материалов для введения лекарств,,,
2216,,88.34.03 Вызов врача на дом,,,
2217,,88.34.04 Выписка рецепта,,,
2218,,88.34.05 График работы,,,
2219,,88.34.06 Запись на прием (Минздрав),,,
2220,,88.34.07 Информация о лекарствах и расходных материалах для введения лекарств,,,
2221,,88.34.08 Качество оказываемой медицинской помощи,,,
2222,,88.34.09 Медицинская документация,,,
2223,,88.34.10 Молочная кухня,,,
2224,,88.34.11 Обеспечение врачами,,,
2225,,88.34.12 Отказ/ неполное оказание мед.помощи,,,
2226,,88.34.13 Открытие/закрытие и местонахождение аптечного пункта,,,
2227,,88.34.14 Проблемы государственных аптек,,,
2228,,88.34.15 Проблемы медицинских организаций,,,
2229,,88.34.16 Строительство нового медицинского учреждения,,,
2230,,88.34.17 Электронные медицинские сервисы Московской области,,,
2231,,88.35. Безнадзорные животные,,,
2232,,"88.35.01 Отлов безнадзорных животных (собаки, кошки)",,,
2233,,88.37. Культура,,,
2234,,88.37.01 Информация об объекте,,,
2235,,88.37.02  Ремонт и содержание,,,
2236,,88.37.03 Ремонт и содержание (дом культуры),,,
2237,,88.37.04 Услуги и деятельность (дом культуры),,,
2238,,88.38. Региональная безопасность,,,
2239,,88.38.01 Видеокамеры,,,
2240,,88.38.02 Коррупционные действия,,,
2241,,"88.38.03 Неправомерные действия (бездействие) сотрудников отдела полиции, МУ МВД России на территории Московской области",,,
2242,,88.38.04 Продажа наркотиков,,,
2243,,88.39 Земельно имущественные отношения,,,
2244,,"88.39.01 Владение, пользование и распоряжение земельным участком",,,
2245,,88.39.02 Категория земельного участка,,,
2246,,88.39.03 Наложение границ земельного участка,,,
2247,,88.39.04 Нарушения при использовании земли,,,
2248,,88.39.05 Оформление прав на земельный участок,,,
2249,,88.39.06 Плата за изменение вида разрешенного использования земельного участка,,,
2250,,88.39.07 Расчет налога,,,
2251,,88.40. Социальное обслуживание,,,
2252,,88.40.01 Государственная социальная помощь,,,
2253,,"88.40.02 Льготы и компенсации за ЖКУ, телефон, ремонт, проезд, погребение",,,
2254,,88.40.03 Поздравление ветеранов ВОВ,,,
2255,,88.40.04 Работа информационных ресурсов Минсоцразвития,,,
2256,,88.40.05 Социальные услуги,,,
2257,,88.40.06 Статус многодетной семьи,,,
2258,,88.40.07 Экстренная социальная помощь,,,
2259,,"88.36 Архитектура, дольщики",,,
2260,,88.36.01 Внесение изменений в Генплан,,,
2261,,88.36.02 Градостроительная деятельность,,,
2262,,88.36.03 Зоны с особыми условиями использования территории,,,
2263,,88.36.04 Порубочный билет,,,
2264,,"88.36.05 Проект планировки, проект межевания территории",,,
2265,,88.36.06 Сведения из Генплана,,,
2266,,88.36.07 Строительство объектов недвижимости,,,
